id,name,org_id,type,species,age,status,publish_date,status_changed_date,shots_current,org_name
45361268,Portia_ADOPTED_,TX1773,Dog,Dog,Adult,adoptable,2019-07-25T13:06:45+0000,2019-07-25T13:06:45+0000,TRUE,Miniature_Pinscher_Rescue_Houston
45361263,Tilly_ADOPTED_,TX1773,Dog,Dog,Young,adoptable,2019-07-25T12:58:21+0000,2019-07-25T12:58:21+0000,TRUE,Miniature_Pinscher_Rescue_Houston
45361241,Gidget_ADOPTED_,TX1773,Dog,Dog,Young,adoptable,2019-07-25T12:52:42+0000,2019-07-25T12:52:42+0000,TRUE,Miniature_Pinscher_Rescue_Houston
45361233,Pepper_ADOPTED_,TX1773,Dog,Dog,Adult,adoptable,2019-07-25T12:48:38+0000,2019-07-25T12:48:38+0000,TRUE,Miniature_Pinscher_Rescue_Houston
45354530,Nix,TX46,Dog,Dog,Young,adoptable,2019-07-24T19:13:47+0000,2019-07-24T19:13:47+0000,FALSE,Animal_Defense_League_of_Texas
45354536,Ellie,TX46,Dog,Dog,Senior,adopted,2019-07-24T19:13:47+0000,2019-08-05T14:53:23+0000,FALSE,Animal_Defense_League_of_Texas
45354535,Margot,TX46,Dog,Dog,Adult,adopted,2019-07-24T19:13:47+0000,2019-08-05T14:53:23+0000,FALSE,Animal_Defense_League_of_Texas
45354538,Regina,TX46,Dog,Dog,Young,adoptable,2019-07-24T19:13:47+0000,2019-07-24T19:13:47+0000,FALSE,Animal_Defense_League_of_Texas
45354533,Mike,TX46,Cat,Cat,Adult,adopted,2019-07-24T19:13:47+0000,2019-07-28T10:27:16+0000,FALSE,Animal_Defense_League_of_Texas
45354532,Venus,TX46,Cat,Cat,Adult,adoptable,2019-07-24T19:13:47+0000,2019-07-24T19:13:47+0000,FALSE,Animal_Defense_League_of_Texas
45354537,Aqua,TX46,Cat,Cat,Adult,adopted,2019-07-24T19:13:47+0000,2019-08-06T19:00:46+0000,FALSE,Animal_Defense_League_of_Texas
45354531,Crissy,TX46,Cat,Cat,Adult,adoptable,2019-07-24T19:13:47+0000,2019-07-24T19:13:47+0000,FALSE,Animal_Defense_League_of_Texas
45354534,Laura,TX46,Dog,Dog,Adult,adopted,2019-07-24T19:13:47+0000,2019-08-13T14:52:48+0000,FALSE,Animal_Defense_League_of_Texas
45354529,Ziva,TX46,Cat,Cat,Senior,adoptable,2019-07-24T19:13:47+0000,2019-07-24T19:13:47+0000,FALSE,Animal_Defense_League_of_Texas
45354539,Speedy,TX46,Cat,Cat,Adult,adopted,2019-07-24T19:13:47+0000,2019-07-31T18:25:33+0000,FALSE,Animal_Defense_League_of_Texas
45344869,Wally,TX46,Dog,Dog,Senior,adopted,2019-07-23T20:04:48+0000,2019-08-06T19:00:45+0000,FALSE,Animal_Defense_League_of_Texas
45344868,Splinter,TX46,Dog,Dog,Senior,adoptable,2019-07-23T20:04:48+0000,2019-07-23T20:04:48+0000,FALSE,Animal_Defense_League_of_Texas
45344865,Heidi,TX46,Dog,Dog,Adult,adoptable,2019-07-23T20:04:48+0000,2019-07-23T20:04:48+0000,FALSE,Animal_Defense_League_of_Texas
45344866,Onya,TX46,Cat,Cat,Young,adoptable,2019-07-23T20:04:48+0000,2019-07-23T20:04:48+0000,FALSE,Animal_Defense_League_of_Texas
45344867,Ritzi,TX46,Dog,Dog,Adult,adoptable,2019-07-23T20:04:48+0000,2019-07-23T20:04:48+0000,FALSE,Animal_Defense_League_of_Texas
45343063,Bengi,TX494,Dog,Dog,Adult,adopted,2019-07-23T19:24:17+0000,2019-08-06T00:58:33+0000,FALSE,Texarkana_Humane_Society
45337509,Peso,TX46,Dog,Dog,Adult,adoptable,2019-07-22T22:48:39+0000,2019-07-22T22:48:39+0000,FALSE,Animal_Defense_League_of_Texas
45337507,Dianne,TX46,Cat,Cat,Adult,adopted,2019-07-22T22:48:38+0000,2019-08-15T14:42:43+0000,FALSE,Animal_Defense_League_of_Texas
